split,view,filename,filepath,sharpness,brightness,contrast_std,noise,quality_label,guidance_text,abnormal_flag
train,X sign,X sign train (188).jpg,train\X sign\X sign train (188).jpg,552.31,52.5,55.1,1.78,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (189).jpg,train\X sign\X sign train (189).jpg,552.93,52.53,55.23,1.78,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (19).jpg,train\X sign\X sign train (19).jpg,586.3,61.28,56.64,1.89,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (190).jpg,train\X sign\X sign train (190).jpg,553.37,52.5,55.26,1.79,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (191).jpg,train\X sign\X sign train (191).jpg,553.16,52.3,54.97,1.79,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (192).jpg,train\X sign\X sign train (192).jpg,553.43,52.0,54.52,1.79,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (193).jpg,train\X sign\X sign train (193).jpg,554.1,51.69,54.14,1.79,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (194).jpg,train\X sign\X sign train (194).jpg,558.45,48.5,48.42,1.76,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (195).jpg,train\X sign\X sign train (195).jpg,367.62,30.1,41.9,1.11,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (196).jpg,train\X sign\X sign train (196).jpg,370.75,30.46,42.08,1.11,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (197).jpg,train\X sign\X sign train (197).jpg,453.12,61.26,60.56,1.52,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (198).jpg,train\X sign\X sign train (198).jpg,454.53,61.36,60.56,1.53,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (199).jpg,train\X sign\X sign train (199).jpg,456.83,61.39,60.43,1.53,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (2).jpg,train\X sign\X sign train (2).jpg,411.09,49.37,50.11,1.34,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (20).jpg,train\X sign\X sign train (20).jpg,587.24,61.24,56.72,1.89,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (200).jpg,train\X sign\X sign train (200).jpg,454.76,61.43,60.25,1.53,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (201).jpg,train\X sign\X sign train (201).jpg,447.62,61.16,59.7,1.51,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (202).jpg,train\X sign\X sign train (202).jpg,392.81,50.12,50.91,1.43,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (203).jpg,train\X sign\X sign train (203).jpg,389.33,51.37,51.32,1.42,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (204).jpg,train\X sign\X sign train (204).jpg,389.17,51.44,51.51,1.43,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (205).jpg,train\X sign\X sign train (205).jpg,389.45,51.52,51.6,1.44,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (206).jpg,train\X sign\X sign train (206).jpg,385.82,51.53,51.5,1.45,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (207).jpg,train\X sign\X sign train (207).jpg,984.98,43.33,46.34,1.72,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (208).jpg,train\X sign\X sign train (208).jpg,985.44,43.06,45.97,1.73,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (209).jpg,train\X sign\X sign train (209).jpg,986.07,42.59,44.9,1.73,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (21).jpg,train\X sign\X sign train (21).jpg,585.44,60.48,56.67,1.9,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (210).jpg,train\X sign\X sign train (210).jpg,987.45,42.0,43.85,1.72,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (211).jpg,train\X sign\X sign train (211).jpg,986.03,41.33,43.06,1.72,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (212).jpg,train\X sign\X sign train (212).jpg,985.62,40.81,42.54,1.72,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (213).jpg,train\X sign\X sign train (213).jpg,624.6,60.87,56.73,1.87,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (214).jpg,train\X sign\X sign train (214).jpg,623.26,60.71,56.7,1.87,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (215).jpg,train\X sign\X sign train (215).jpg,620.05,60.55,56.65,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (216).jpg,train\X sign\X sign train (216).jpg,597.97,62.59,54.59,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (217).jpg,train\X sign\X sign train (217).jpg,598.88,62.65,54.91,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (218).jpg,train\X sign\X sign train (218).jpg,598.6,62.75,55.14,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (219).jpg,train\X sign\X sign train (219).jpg,597.99,62.81,55.31,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (22).jpg,train\X sign\X sign train (22).jpg,585.55,60.54,56.74,1.9,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (220).jpg,train\X sign\X sign train (220).jpg,597.52,62.75,55.34,1.87,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (221).jpg,train\X sign\X sign train (221).jpg,642.88,73.48,58.7,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (222).jpg,train\X sign\X sign train (222).jpg,641.21,73.91,59.11,1.96,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (223).jpg,train\X sign\X sign train (223).jpg,641.0,73.75,58.94,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (224).jpg,train\X sign\X sign train (224).jpg,645.88,73.19,58.6,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (225).jpg,train\X sign\X sign train (225).jpg,586.36,47.97,53.01,1.8,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (226).jpg,train\X sign\X sign train (226).jpg,586.16,48.08,53.18,1.82,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (227).jpg,train\X sign\X sign train (227).jpg,584.86,48.37,53.3,1.83,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (228).jpg,train\X sign\X sign train (228).jpg,584.64,48.05,52.66,1.83,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (229).jpg,train\X sign\X sign train (229).jpg,603.92,40.4,45.93,1.99,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (23).jpg,train\X sign\X sign train (23).jpg,584.87,60.36,56.63,1.9,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (230).jpg,train\X sign\X sign train (230).jpg,604.55,40.33,45.82,1.99,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (231).jpg,train\X sign\X sign train (231).jpg,604.41,40.03,45.05,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (232).jpg,train\X sign\X sign train (232).jpg,555.34,68.14,51.68,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (233).jpg,train\X sign\X sign train (233).jpg,555.63,68.36,51.9,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (234).jpg,train\X sign\X sign train (234).jpg,556.6,68.36,52.04,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (235).jpg,train\X sign\X sign train (235).jpg,556.75,68.48,52.22,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (236).jpg,train\X sign\X sign train (236).jpg,556.48,68.67,52.34,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (237).jpg,train\X sign\X sign train (237).jpg,558.03,68.62,52.27,1.95,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (238).jpg,train\X sign\X sign train (238).jpg,558.23,68.7,52.42,1.94,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (239).jpg,train\X sign\X sign train (239).jpg,554.41,68.85,52.43,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (24).jpg,train\X sign\X sign train (24).jpg,608.69,62.52,58.49,2.04,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (240).jpg,train\X sign\X sign train (240).jpg,555.38,68.88,52.48,1.97,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (241).jpg,train\X sign\X sign train (241).jpg,554.86,68.7,52.4,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (242).jpg,train\X sign\X sign train (242).jpg,555.1,68.63,52.27,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (243).jpg,train\X sign\X sign train (243).jpg,554.53,68.49,52.09,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (244).jpg,train\X sign\X sign train (244).jpg,621.52,36.23,41.85,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (245).jpg,train\X sign\X sign train (245).jpg,620.89,36.71,42.18,1.87,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (246).jpg,train\X sign\X sign train (246).jpg,622.18,37.24,42.56,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (247).jpg,train\X sign\X sign train (247).jpg,621.37,37.54,42.53,1.89,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (248).jpg,train\X sign\X sign train (248).jpg,598.96,64.65,64.74,1.93,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (249).jpg,train\X sign\X sign train (249).jpg,599.11,64.68,64.73,1.93,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (25).jpg,train\X sign\X sign train (25).jpg,609.14,62.52,58.48,2.04,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (250).jpg,train\X sign\X sign train (250).jpg,599.03,64.73,64.8,1.94,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (251).jpg,train\X sign\X sign train (251).jpg,599.86,64.84,64.88,1.94,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (252).jpg,train\X sign\X sign train (252).jpg,599.82,64.92,64.99,1.94,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (253).jpg,train\X sign\X sign train (253).jpg,599.98,64.92,65.05,1.95,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (254).jpg,train\X sign\X sign train (254).jpg,559.54,64.15,63.48,1.9,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (255).jpg,train\X sign\X sign train (255).jpg,559.92,64.0,63.36,1.9,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (256).jpg,train\X sign\X sign train (256).jpg,560.36,63.82,63.24,1.91,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (257).jpg,train\X sign\X sign train (257).jpg,559.54,61.5,62.89,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (258).jpg,train\X sign\X sign train (258).jpg,559.94,61.43,62.95,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (259).jpg,train\X sign\X sign train (259).jpg,560.1,61.28,63.01,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (26).jpg,train\X sign\X sign train (26).jpg,608.49,62.5,58.46,2.04,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (260).jpg,train\X sign\X sign train (260).jpg,560.09,61.16,63.08,1.88,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (27).jpg,train\X sign\X sign train (27).jpg,608.67,62.52,58.46,2.05,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (28).jpg,train\X sign\X sign train (28).jpg,536.29,63.01,67.37,1.67,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (29).jpg,train\X sign\X sign train (29).jpg,534.57,62.72,67.17,1.67,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (3).jpg,train\X sign\X sign train (3).jpg,412.79,49.29,50.01,1.34,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (30).jpg,train\X sign\X sign train (30).jpg,531.99,62.53,67.17,1.66,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (31).jpg,train\X sign\X sign train (31).jpg,323.81,47.39,41.5,1.27,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (32).jpg,train\X sign\X sign train (32).jpg,324.44,47.39,41.48,1.27,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (33).jpg,train\X sign\X sign train (33).jpg,459.73,55.32,51.65,1.57,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (34).jpg,train\X sign\X sign train (34).jpg,461.81,55.23,51.62,1.57,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (35).jpg,train\X sign\X sign train (35).jpg,462.63,54.92,51.32,1.58,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (36).jpg,train\X sign\X sign train (36).jpg,464.86,54.49,50.96,1.58,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (37).jpg,train\X sign\X sign train (37).jpg,465.88,54.22,50.72,1.58,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (38).jpg,train\X sign\X sign train (38).jpg,474.51,55.84,49.39,1.62,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (39).jpg,train\X sign\X sign train (39).jpg,474.77,56.18,49.44,1.62,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (4).jpg,train\X sign\X sign train (4).jpg,411.71,49.07,49.75,1.34,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (40).jpg,train\X sign\X sign train (40).jpg,512.61,46.89,50.6,1.62,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (41).jpg,train\X sign\X sign train (41).jpg,513.22,46.85,50.61,1.62,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (42).jpg,train\X sign\X sign train (42).jpg,513.4,46.67,50.44,1.63,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (43).jpg,train\X sign\X sign train (43).jpg,503.41,47.0,50.56,1.58,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (44).jpg,train\X sign\X sign train (44).jpg,499.36,46.95,50.73,1.57,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (45).jpg,train\X sign\X sign train (45).jpg,506.41,46.12,49.28,1.61,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (46).jpg,train\X sign\X sign train (46).jpg,667.14,59.22,64.4,1.8,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (47).jpg,train\X sign\X sign train (47).jpg,665.35,59.11,64.32,1.8,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (48).jpg,train\X sign\X sign train (48).jpg,665.43,58.96,64.26,1.8,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (49).jpg,train\X sign\X sign train (49).jpg,666.23,58.77,64.15,1.81,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (5).jpg,train\X sign\X sign train (5).jpg,406.43,48.45,49.13,1.33,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (50).jpg,train\X sign\X sign train (50).jpg,576.85,57.22,48.97,1.82,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (51).jpg,train\X sign\X sign train (51).jpg,576.19,57.06,48.72,1.81,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (52).jpg,train\X sign\X sign train (52).jpg,540.8,41.99,47.0,1.81,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (53).jpg,train\X sign\X sign train (53).jpg,540.79,41.92,46.99,1.81,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (54).jpg,train\X sign\X sign train (54).jpg,541.35,41.83,46.95,1.81,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (55).jpg,train\X sign\X sign train (55).jpg,541.53,41.74,46.83,1.82,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (56).jpg,train\X sign\X sign train (56).jpg,502.3,52.86,51.45,1.68,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (57).jpg,train\X sign\X sign train (57).jpg,427.77,36.09,46.67,1.39,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (58).jpg,train\X sign\X sign train (58).jpg,433.19,36.94,46.47,1.36,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (59).jpg,train\X sign\X sign train (59).jpg,609.8,66.27,54.39,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (6).jpg,train\X sign\X sign train (6).jpg,376.01,47.81,48.23,1.29,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (60).jpg,train\X sign\X sign train (60).jpg,586.33,74.41,56.77,1.92,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (61).jpg,train\X sign\X sign train (61).jpg,588.51,73.8,56.69,1.92,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (62).jpg,train\X sign\X sign train (62).jpg,590.29,73.26,56.59,1.92,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (63).jpg,train\X sign\X sign train (63).jpg,591.56,72.82,56.49,1.92,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (64).jpg,train\X sign\X sign train (64).jpg,629.76,47.03,56.09,1.82,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (65).jpg,train\X sign\X sign train (65).jpg,607.28,47.48,56.47,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (66).jpg,train\X sign\X sign train (66).jpg,608.0,47.19,56.26,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (67).jpg,train\X sign\X sign train (67).jpg,607.8,47.02,56.11,1.85,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (68).jpg,train\X sign\X sign train (68).jpg,608.92,46.97,56.02,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (69).jpg,train\X sign\X sign train (69).jpg,608.45,46.82,55.8,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (7).jpg,train\X sign\X sign train (7).jpg,376.49,47.89,48.32,1.3,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (70).jpg,train\X sign\X sign train (70).jpg,609.0,46.49,55.46,1.86,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (71).jpg,train\X sign\X sign train (71).jpg,953.6,51.1,48.98,1.82,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (72).jpg,train\X sign\X sign train (72).jpg,952.25,35.92,40.66,1.7,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (73).jpg,train\X sign\X sign train (73).jpg,856.29,50.13,47.62,1.84,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (74).jpg,train\X sign\X sign train (74).jpg,855.31,48.9,48.88,1.74,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (75).jpg,train\X sign\X sign train (75).jpg,820.78,42.86,46.08,1.73,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (76).jpg,train\X sign\X sign train (76).jpg,871.76,44.06,47.73,1.74,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (77).jpg,train\X sign\X sign train (77).jpg,904.6,43.32,47.98,1.99,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (78).jpg,train\X sign\X sign train (78).jpg,923.9,42.25,47.29,1.78,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (79).jpg,train\X sign\X sign train (79).jpg,929.94,41.6,47.77,1.77,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (8).jpg,train\X sign\X sign train (8).jpg,377.37,48.02,48.44,1.3,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (80).jpg,train\X sign\X sign train (80).jpg,955.95,33.53,43.84,1.94,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (81).jpg,train\X sign\X sign train (81).jpg,436.1,67.08,57.76,1.5,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (82).jpg,train\X sign\X sign train (82).jpg,521.88,63.5,55.33,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (83).jpg,train\X sign\X sign train (83).jpg,521.86,63.11,55.24,1.98,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (84).jpg,train\X sign\X sign train (84).jpg,431.23,49.37,46.48,1.48,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (85).jpg,train\X sign\X sign train (85).jpg,431.07,49.08,46.35,1.49,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (86).jpg,train\X sign\X sign train (86).jpg,530.66,55.66,47.48,1.73,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (87).jpg,train\X sign\X sign train (87).jpg,531.03,55.52,47.48,1.74,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (88).jpg,train\X sign\X sign train (88).jpg,529.85,55.29,47.27,1.74,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (89).jpg,train\X sign\X sign train (89).jpg,529.62,55.02,47.14,1.74,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (9).jpg,train\X sign\X sign train (9).jpg,376.23,47.84,48.36,1.29,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (90).jpg,train\X sign\X sign train (90).jpg,503.82,47.88,44.05,1.64,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (91).jpg,train\X sign\X sign train (91).jpg,504.28,48.07,44.11,1.64,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (92).jpg,train\X sign\X sign train (92).jpg,446.23,40.21,50.57,1.45,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (93).jpg,train\X sign\X sign train (93).jpg,445.54,40.16,50.56,1.44,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (94).jpg,train\X sign\X sign train (94).jpg,443.96,39.99,50.36,1.44,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (95).jpg,train\X sign\X sign train (95).jpg,443.86,39.83,50.18,1.44,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (96).jpg,train\X sign\X sign train (96).jpg,442.62,39.77,50.5,1.45,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (97).jpg,train\X sign\X sign train (97).jpg,442.12,39.72,50.49,1.46,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (98).jpg,train\X sign\X sign train (98).jpg,441.36,39.65,50.47,1.46,good,Image quality is good. Proceed with assessment.,0
train,X sign,X sign train (99).jpg,train\X sign\X sign train (99).jpg,569.71,55.47,50.11,1.89,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (1).jpg,valid\Aorta\Aorta valid (1).jpg,502.25,73.04,45.78,1.74,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (10).jpg,valid\Aorta\Aorta valid (10).jpg,668.59,55.34,56.09,1.92,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (11).jpg,valid\Aorta\Aorta valid (11).jpg,586.48,35.04,42.76,1.77,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (12).jpg,valid\Aorta\Aorta valid (12).jpg,587.29,34.99,42.73,1.78,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (13).jpg,valid\Aorta\Aorta valid (13).jpg,586.2,34.88,42.6,1.78,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (14).jpg,valid\Aorta\Aorta valid (14).jpg,586.8,34.82,42.46,1.78,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (15).jpg,valid\Aorta\Aorta valid (15).jpg,407.89,55.04,56.84,1.3,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (16).jpg,valid\Aorta\Aorta valid (16).jpg,409.45,55.47,57.25,1.31,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (17).jpg,valid\Aorta\Aorta valid (17).jpg,413.94,55.92,57.4,1.32,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (18).jpg,valid\Aorta\Aorta valid (18).jpg,412.3,56.44,57.63,1.33,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (19).jpg,valid\Aorta\Aorta valid (19).jpg,439.79,54.09,58.46,1.39,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (2).jpg,valid\Aorta\Aorta valid (2).jpg,505.26,72.65,45.56,1.75,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (20).jpg,valid\Aorta\Aorta valid (20).jpg,441.23,53.95,58.41,1.39,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (21).jpg,valid\Aorta\Aorta valid (21).jpg,613.57,48.16,53.31,1.85,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (22).jpg,valid\Aorta\Aorta valid (22).jpg,613.76,48.11,53.27,1.85,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (23).jpg,valid\Aorta\Aorta valid (23).jpg,613.94,48.07,53.28,1.85,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (24).jpg,valid\Aorta\Aorta valid (24).jpg,614.5,48.06,53.32,1.85,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (25).jpg,valid\Aorta\Aorta valid (25).jpg,614.04,48.46,54.04,1.89,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (26).jpg,valid\Aorta\Aorta valid (26).jpg,613.23,48.37,54.03,1.89,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (27).jpg,valid\Aorta\Aorta valid (27).jpg,612.97,48.28,53.98,1.89,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (28).jpg,valid\Aorta\Aorta valid (28).jpg,612.71,48.11,53.86,1.9,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (29).jpg,valid\Aorta\Aorta valid (29).jpg,612.53,48.02,53.77,1.9,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (3).jpg,valid\Aorta\Aorta valid (3).jpg,506.4,72.14,45.14,1.75,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (30).jpg,valid\Aorta\Aorta valid (30).jpg,368.75,50.81,46.57,1.36,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (31).jpg,valid\Aorta\Aorta valid (31).jpg,614.72,42.87,46.15,1.82,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (32).jpg,valid\Aorta\Aorta valid (32).jpg,606.4,42.69,46.03,1.8,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (33).jpg,valid\Aorta\Aorta valid (33).jpg,608.53,42.49,45.81,1.8,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (34).jpg,valid\Aorta\Aorta valid (34).jpg,609.08,42.87,46.81,1.82,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (35).jpg,valid\Aorta\Aorta valid (35).jpg,609.25,42.78,46.64,1.81,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (36).jpg,valid\Aorta\Aorta valid (36).jpg,600.38,61.3,53.26,2.0,good,Image quality is good. Proceed with assessment.,0
valid,Aorta,Aorta valid (37).jpg,valid\Aorta\Aorta valid (37).jpg,597.72,60.96,53.07,1.99,good,Image quality is good. Proceed with assessment.,0
